3E-4	0.75754	1.48982	1.67889	0.68828	0.70883	1.11385
0.0264	0.75769	1.49065	1.6793	0.68851	0.70914	1.11396
0.0579	0.76011	1.49466	1.68572	0.69071	0.71161	1.12127
0.0893	0.75764	1.49119	1.6789	0.68855	0.70924	1.11299
0.1208	0.75549	1.48677	1.67415	0.68661	0.70745	1.11118
0.1525	0.75458	1.48551	1.67186	0.6861	0.7069	1.10939
0.1843	0.75446	1.48578	1.67149	0.68609	0.7072	1.11046
0.2157	0.75502	1.48747	1.67229	0.68706	0.70822	1.11143
0.2472	0.75555	1.49002	1.67381	0.68822	0.70961	1.11288
0.2787	0.75699	1.49352	1.67625	0.68992	0.71134	1.11529
0.3104	0.75815	1.49801	1.67954	0.6917	0.71339	1.11884
0.3421	0.76016	1.50317	1.6831	0.69405	0.71594	1.12221
0.3736	0.76184	1.50915	1.68761	0.69646	0.71861	1.1258
0.4053	0.7641	1.51559	1.69264	0.69971	0.72175	1.13031
0.4368	0.76686	1.52268	1.69854	0.70273	0.72543	1.1355
0.4683	0.76947	1.5303	1.7043	0.70638	0.72903	1.14062
0.5	0.7723	1.53874	1.71089	0.71018	0.73325	1.14568
0.532	0.77577	1.54751	1.71815	0.71444	0.73777	1.15186
0.5635	0.77918	1.55706	1.72565	0.71857	0.74257	1.15852
0.5949	0.78287	1.56731	1.73394	0.72337	0.74681	1.16467
0.6264	0.78651	1.5781	1.74291	0.72809	0.75206	1.17144
0.6581	0.79065	1.5893	1.75174	0.73317	0.7572	1.17955
0.6899	0.79492	1.60089	1.76114	0.73834	0.76278	1.18738
0.7213	0.79915	1.61311	1.77136	0.74405	0.7684	1.19482
0.7528	0.80393	1.62582	1.78125	0.74946	0.77455	1.20339
0.7843	0.8084	1.6385	1.79199	0.75535	0.78015	1.21265
0.816	0.8139	1.65263	1.80263	0.76153	0.78676	1.22132
0.8475	0.81857	1.66683	1.81417	0.7679	0.79347	1.23082
0.8789	0.82403	1.68007	1.82544	0.77389	0.80022	1.23991
0.9104	0.83019	1.69414	1.8378	0.78038	0.80701	1.25014
0.9419	0.83596	1.70893	1.84987	0.78676	0.81428	1.26055
0.9739	0.84223	1.72397	1.86272	0.79412	0.8222	1.27047
1.0056	0.84852	1.74095	1.87431	0.8013	0.83085	1.28006
1.012	0.84965	1.74168	1.87796	0.80185	0.8312	1.28301
1.0181	0.84955	1.7461	1.88142	0.80304	0.83093	1.28422
1.0245	0.84969	1.75336	1.88379	0.80498	0.83188	1.28404
1.0307	0.8512	1.75954	1.88527	0.80742	0.83445	1.28609
1.0371	0.85387	1.76174	1.88694	0.80937	0.83792	1.28871
1.0435	0.85622	1.76065	1.88968	0.81027	0.84046	1.29213
1.0496	0.85713	1.76016	1.89335	0.81066	0.84109	1.29621
1.056	0.85682	1.76402	1.89723	0.81132	0.84071	1.29751
1.0624	0.85679	1.77197	1.89976	0.81298	0.84076	1.29749
1.0685	0.85827	1.7802	1.90122	0.8155	0.84272	1.29844
1.0749	0.86127	1.78439	1.9024	0.81815	0.84631	1.29989
1.0811	0.86427	1.7835	1.90454	0.82006	0.84996	1.30339
1.0875	0.86558	1.78078	1.90809	0.82076	0.85222	1.30859
1.0939	0.86535	1.78127	1.91253	0.82083	0.85236	1.31124
1.1	0.86461	1.78729	1.91637	0.82146	0.85125	1.31261
1.1064	0.8652	1.79682	1.91893	0.82325	0.85111	1.31271
1.1128	0.86783	1.80557	1.91999	0.82589	0.85324	1.31216
1.1189	0.87145	1.80958	1.92066	0.82871	0.85727	1.31378
1.1253	0.87426	1.80826	1.92234	0.83078	0.86159	1.31778
1.1317	0.87515	1.80467	1.92573	0.83184	0.86452	1.32204
1.1381	0.87412	1.80329	1.93053	0.83198	0.86514	1.32688
1.1443	0.87293	1.8075	1.93541	0.83197	0.86385	1.32906
1.1509	0.87341	1.81691	1.93907	0.8329	0.86245	1.32884
1.1571	0.87609	1.82789	1.94084	0.83506	0.86273	1.32881
1.1635	0.88024	1.8361	1.94116	0.83819	0.86563	1.32843
1.1696	0.88398	1.83848	1.94152	0.84117	0.87032	1.32997
