3E-4	2.28683	5.92056	4.93011	2.04944	2.30144	3.73089
0.0568	2.31062	5.98477	4.97952	2.06863	2.32705	3.79576
0.1205	2.26659	5.85971	4.88982	2.03513	2.28327	3.68934
0.1837	2.25146	5.81105	4.85556	2.02291	2.26774	3.66278
0.2467	2.24646	5.79155	4.84122	2.01967	2.26273	3.6502
0.3099	2.24597	5.78374	4.83822	2.01978	2.26181	3.64726
0.3728	2.24863	5.7847	4.84128	2.02256	2.26417	3.64721
0.4363	2.25397	5.79125	4.84926	2.02759	2.26803	3.64998
0.4992	2.26144	5.80196	4.86003	2.03446	2.27462	3.65614
0.5624	2.27088	5.81669	4.87386	2.04309	2.28266	3.66574
0.6261	2.28232	5.8379	4.89144	2.05316	2.29242	3.6774
0.6891	2.29502	5.86015	4.91313	2.06472	2.30374	3.6898
0.7523	2.30936	5.88638	4.93614	2.07765	2.31631	3.70368
0.8155	2.32523	5.91538	4.96239	2.09147	2.32973	3.71988
0.8787	2.34183	5.94668	4.99179	2.10729	2.34508	3.73584
0.9419	2.35977	5.9804	5.02116	2.12367	2.36076	3.75619
1.0048	2.3787	6.01739	5.05287	2.14043	2.3777	3.77592
1.068	2.39849	6.05441	5.08566	2.15844	2.39493	3.79586
1.132	2.41936	6.09363	5.12112	2.17692	2.41284	3.8182
1.1952	2.44107	6.13478	5.15862	2.19579	2.43171	3.84108
1.2581	2.46288	6.17737	5.19564	2.21532	2.45078	3.86473
1.3213	2.48606	6.22087	5.23563	2.23558	2.47114	3.88895
1.3843	2.50803	6.26561	5.27466	2.25565	2.49003	3.9165
1.4477	2.53335	6.31472	5.31756	2.27733	2.51246	3.94153
1.5107	2.55558	6.36193	5.35686	2.29886	2.53226	3.96807
1.5736	2.58062	6.40785	5.39931	2.31882	2.55402	3.99408
1.6368	2.60883	6.46086	5.4453	2.34413	2.57793	4.01964
1.6997	2.62857	6.51001	5.4819	2.36423	2.59586	4.05156
1.7629	2.65369	6.55131	5.52777	2.38318	2.61903	4.07972
1.8259	2.68608	6.60595	5.58156	2.41129	2.64631	4.10334
1.8893	2.70921	6.6652	5.62014	2.43573	2.66524	4.13161
1.9523	2.72535	6.7149	5.65251	2.45073	2.68049	4.16472
2.0152	2.75336	6.75197	5.7024	2.47018	2.70595	4.19547
2.0787	2.79131	6.79578	5.7615	2.50114	2.73721	4.21927
2.1416	2.81964	6.85836	5.80794	2.53012	2.75935	4.24138
2.2048	2.83307	6.92711	5.83548	2.54792	2.77162	4.27237
2.2677	2.84457	6.98076	5.86407	2.55782	2.78354	4.3066
2.3309	2.87032	7.01638	5.91102	2.57376	2.80788	4.34075
2.3941	2.91031	7.04157	5.97492	2.60317	2.84308	4.36743
2.4571	2.95111	7.07368	6.04083	2.63873	2.87559	4.38758
2.5203	2.9788	7.12605	6.08577	2.66887	2.89716	4.40639
2.5832	2.9906	7.19764	6.11034	2.68768	2.90637	4.42935
2.6464	2.99319	7.27161	6.12117	2.69579	2.91038	4.46064
2.7093	2.99904	7.33691	6.13893	2.69983	2.91919	4.49746
2.7725	3.01831	7.38505	6.17664	2.71072	2.93958	4.53595
2.8355	3.05342	7.41304	6.23808	2.73386	2.97203	4.56754
2.8984	3.09715	7.42492	6.31119	2.76736	3.00972	4.58957
2.9616	3.13994	7.43254	6.38019	2.80474	3.04437	4.60637
3.0245	3.17374	7.44576	6.43356	2.83848	3.07019	4.61843
3.088	3.19489	7.47227	6.46806	2.86462	3.08572	4.62975
3.1512	3.20346	7.5191	6.48432	2.88094	3.0914	4.64205
3.2141	3.20151	7.58295	6.48651	2.88841	3.08954	4.66062
3.2773	3.19504	7.6564	6.48276	2.88878	3.0854	4.68545
3.3403	3.1901	7.73459	6.48111	2.88579	3.08367	4.71579
3.4035	3.19367	7.80792	6.49119	2.88465	3.08977	4.75344
3.4664	3.20846	7.87046	6.51981	2.88977	3.10547	4.79106
3.5296	3.23545	7.92168	6.56361	2.90364	3.13016	4.82524
3.5925	3.27222	7.95942	6.62382	2.92581	3.16187	4.85753
3.6557	3.31477	7.98374	6.69144	2.95476	3.1962	4.88216
3.7189	3.35703	7.99327	6.76005	2.98644	3.22927	4.90369
3.7816	3.39631	7.9937	6.82314	3.01794	3.25916	4.91902
3.8451	3.43005	7.98744	6.87672	3.04708	3.2835	4.92951
3.908	3.45663	7.97769	6.92004	3.07204	3.30164	4.9353
3.971	3.4761	7.97381	6.95037	3.09233	3.31336	4.94236
4.0339	3.48723	7.97485	6.96966	3.10719	3.31894	4.94391
4.0971	3.49144	7.98543	6.97701	3.11663	3.31935	4.94692
4.16	3.48902	8.00775	6.97551	3.11984	3.31458	4.95437
4.2232	3.48217	8.04532	6.96414	3.11859	3.30703	4.95988
4.2864	3.4718	8.09448	6.94878	3.11361	3.29763	4.9728
4.3494	3.46097	8.15484	6.93297	3.10512	3.2882	4.99028
4.4128	3.45181	8.22517	6.9183	3.09549	3.28146	5.01575
4.476	3.44614	8.30031	6.91131	3.08674	3.27898	5.04269
4.539	3.44596	8.37574	6.91368	3.08049	3.28119	5.0746
4.6022	3.45249	8.45154	6.92583	3.07825	3.28959	5.11009
4.6651	3.46584	8.52638	6.94902	3.08067	3.30357	5.14469
4.7283	3.48588	8.59701	6.98292	3.08826	3.32335	5.18246
4.7912	3.512	8.66297	7.02675	3.1008	3.34722	5.21936
4.8547	3.54257	8.72278	7.07949	3.11805	3.37554	5.25606
4.9174	3.57735	8.77981	7.14012	3.13986	3.40677	5.29131
4.9806	3.61516	8.8281	7.20396	3.16408	3.4386	5.32301
5.0438	3.65361	8.86991	7.26798	3.19083	3.47137	5.35396
5.1067	3.69162	8.9027	7.3341	3.21953	3.50393	5.37984
5.1699	3.7295	8.92638	7.39788	3.24823	3.535	5.40265
5.2331	3.76534	8.94466	7.45959	3.27731	3.5638	5.42397
5.296	3.79959	8.95697	7.52001	3.30564	3.5914	5.44338
5.3592	3.83016	8.96154	7.57689	3.33267	3.6149	5.4566
5.4222	3.85754	8.96176	7.62705	3.35823	3.63664	5.46476
5.4854	3.88229	8.95476	7.67289	3.38142	3.65429	5.4734
5.5483	3.90328	8.94187	7.71246	3.40339	3.66945	5.47764
5.6115	3.92108	8.92642	7.74498	3.42218	3.68191	5.48136
5.6744	3.93483	8.90882	7.77294	3.43952	3.6915	5.48029
5.7379	3.94494	8.89156	7.79475	3.45302	3.69685	5.47747
5.8008	3.95164	8.87314	7.81104	3.46402	3.69948	5.47272
5.8638	3.9545	8.85397	7.82256	3.47248	3.7002	5.46398
5.927	3.95447	8.83372	7.82607	3.47823	3.69872	5.45719
5.9899	3.95173	8.81796	7.82526	3.48109	3.69404	5.44963
6.0531	3.94643	8.80541	7.81836	3.48183	3.68841	5.44203
6.1163	3.93856	8.79463	7.80969	3.47997	3.68119	5.43476
6.1795	3.92911	8.78606	7.7979	3.47698	3.67313	5.43127
6.2427	3.91851	8.78457	7.78512	3.47231	3.665	5.42636
6.3056	3.90697	8.78605	7.76967	3.46682	3.65574	5.42004
6.3688	3.89564	8.79181	7.75164	3.46019	3.64767	5.41949
6.4318	3.88402	8.80179	7.73643	3.45385	3.64078	5.41818
6.495	3.87279	8.81441	7.71969	3.44728	3.63382	5.41683
6.5582	3.86145	8.83132	7.70565	3.44042	3.62858	5.41943
6.6211	3.85238	8.85273	7.6935	3.43493	3.62376	5.42454
6.6846	3.84466	8.87938	7.6839	3.43051	3.62074	5.431
6.7478	3.83773	8.91049	7.67448	3.42638	3.6199	5.4397
6.811	3.83267	8.94567	7.66698	3.42365	3.61999	5.45377
6.8744	3.82864	8.98591	7.66299	3.42283	3.62191	5.46642
6.9376	3.82663	9.02779	7.6629	3.42242	3.62546	5.48132
7.0008	3.82564	9.07351	7.665	3.42378	3.63144	5.49804
7.0648	3.82754	9.12254	7.67193	3.42599	3.63826	5.51741
7.1283	3.83007	9.17272	7.68012	3.42998	3.64659	5.53733
7.1915	3.83491	9.22571	7.69167	3.43466	3.65698	5.55583
7.2547	3.84068	9.28074	7.70688	3.44169	3.66836	5.58153
7.3182	3.84819	9.33823	7.72329	3.4495	3.68158	5.60623
7.3814	3.85807	9.39649	7.74345	3.45826	3.69623	5.62997
7.4446	3.87007	9.45453	7.76811	3.4683	3.71167	5.65626
7.5078	3.88318	9.51254	7.79355	3.47995	3.72966	5.68321
7.571	3.89825	9.57132	7.81956	3.49242	3.74837	5.71323
7.6344	3.91472	9.62906	7.84677	3.50613	3.76876	5.74109
7.6976	3.93273	9.68772	7.87806	3.5213	3.78942	5.76863
7.7606	3.95166	9.74537	7.91181	3.53851	3.81162	5.80052
7.824	3.97293	9.80199	7.94487	3.55542	3.83474	5.83063
7.8872	3.99432	9.85822	7.98144	3.57346	3.85883	5.86035
7.9504	4.01697	9.91226	8.02071	3.59208	3.88456	5.88771
8.0139	4.04129	9.96652	8.05923	3.61246	3.91041	5.9197
8.0768	4.06609	10.0186	8.09736	3.63334	3.93665	5.95017
8.14	4.09207	10.0694	8.13654	3.65435	3.96306	5.97849
8.2032	4.1186	10.1157	8.17812	3.67617	3.99041	6.00795
8.2664	4.14543	10.1591	8.21931	3.6995	4.01795	6.03337
8.3299	4.17218	10.1999	8.25852	3.72311	4.04515	6.06174
8.3928	4.19904	10.2386	8.29881	3.7466	4.07278	6.08841
8.456	4.22591	10.2754	8.34057	3.77033	4.10038	6.11287
8.5198	4.252	10.3117	8.38047	3.79409	4.12862	6.14062
8.583	4.2785	10.3425	8.42106	3.8183	4.15512	6.16262
8.6459	4.30396	10.3686	8.46057	3.84246	4.18149	6.18382
8.7094	4.3291	10.3903	8.4975	3.8662	4.20745	6.20505
8.7723	4.35362	10.4106	8.53581	3.8892	4.23223	6.2224
8.8355	4.3768	10.4271	8.57007	3.91198	4.25583	6.2423
8.8992	4.39957	10.4444	8.60508	3.93371	4.27792	6.25636
8.9622	4.42057	10.4564	8.63862	3.95531	4.29901	6.26877
9.0256	4.44093	10.4656	8.66838	3.97587	4.31888	6.28159
9.0894	4.45955	10.4708	8.69715	3.9955	4.33868	6.29216
9.1526	4.47793	10.4751	8.72487	4.01433	4.35591	6.30106
9.2155	4.49559	10.475	8.75232	4.03294	4.37191	6.30903
9.279	4.51093	10.4756	8.7744	4.0499	4.3871	6.31447
9.3419	4.52618	10.4724	8.79729	4.06627	4.40085	6.31867
9.4051	4.53932	10.4671	8.82036	4.08099	4.41315	6.32402
9.4686	4.55162	10.46	8.83974	4.09515	4.42366	6.32695
9.5318	4.56313	10.4531	8.85705	4.10881	4.43384	6.32695
9.595	4.57335	10.4418	8.87406	4.12142	4.44278	6.32508
9.6611	4.58445	10.4298	8.89011	4.13334	4.45017	6.32482
9.7246	4.59287	10.416	8.90457	4.14507	4.45707	6.32259
9.7875	4.59956	10.4023	8.91642	4.15548	4.46264	6.32006
9.851	4.60642	10.385	8.92809	4.16443	4.46835	6.31652
9.9144	4.6112	10.3683	8.94006	4.17262	4.4718	6.30847
9.9774	4.61597	10.3493	8.94876	4.18081	4.47461	6.30227
