1.5	0
4.5	0
7.5	0
10.5	0
13.5	0
16.5	0
19.5	0
22.5	0
25.5	0
28.5	0
31.5	3
34.5	0
37.5	4
40.5	10
43.5	12
46.5	13
49.5	25
52.5	18
55.5	12
58.5	8
61.5	7
64.5	8
67.5	15
70.5	13
73.5	21
76.5	22
79.5	19
82.5	10
85.5	11
88.5	7
91.5	0
94.5	2
97.5	0
100.5	0
